yfaQ,tandem DUF2300 domain-containing protein YfaQ,946730
yfaT,DUF1175 domain-containing protein YfaT,946622
yfaA,DUF2138 domain-containing protein YfaA,946618
gyrA,DNA gyrase subunit A,946614
ubiG,bifunctional 3-demethylubiquinone-8 3-O-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase,946607
yfaL,putative autotransporter adhesin YfaL,946595
ypaB,protein YpaB,5061511
nrdA,ribonucleoside-diphosphate reductase 1 subunit alpha,946612
yoaM,protein YoaM,63925641
nrdB,ribonucleoside-diphosphate reductase 1 subunit beta,946732
yfaE,ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE,946729
inaA,putative lipopolysaccharide kinase InaA,946731
glpQ,glycerophosphoryl diester phosphodiesterase GlpQ,946725
glpT,sn-glycerol 3-phosphate:phosphate antiporter,946704
glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,946713
glpB,anaerobic glycerol-3-phosphate dehydrogenase subunit B,946733
glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit C,946735
rpnE,inactive recombination-promoting nuclease-like protein RpnE,946737
yfaU,2-keto-3-deoxy-L-rhamnonate aldolase,948054
yfaV,putative transporter YfaV,945796
rhmD,L-rhamnonate dehydratase,945881
yfaX,putative DNA-binding transcriptional regulator YfaX,944752
yfaY,IPR008135 CinA family protein YfaY,945478
yfaZ,putative porin YfaZ,946739
nudI,pyrimidine deoxynucleotide diphosphatase NudI,946740
ais,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,944945
arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,947375
arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,945275
arnA,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,947683
arnD,putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,945334
arnT,lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase,947297
arnE,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit,1450282
arnF,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit,945344
pmrD,signal transduction protein PmrD,945130
menE,o-succinylbenzoate--CoA ligase,946741
menC,o-succinylbenzoate synthase,946734
menB,1,4-dihydroxy-2-naphthoyl-CoA synthase,946747
menH,2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase,946736
menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase,946720
menF,isochorismate synthase MenF,946712
elaB,tail-anchored inner membrane protein ElaB,946751
elaA,putative acetyltransferase ElaA,946750
rbn,ribonuclease BN,946760
elaD,protease ElaD,946742
yfbK,IPR002035/DUF3520 domain-containing protein YfbK,946743
yfbL,putative peptidase YfbL,945832
yfbM,DUF1877 domain-containing protein YfbM,946745
yfbN,uncharacterized protein YfbN,946748
yfbO,uncharacterized protein YfbO,946752
yfbP,uncharacterized protein YfbP,946754
nuoN,NADH:quinone oxidoreductase subunit N,945136
nuoM,NADH:quinone oxidoreductase subunit M,947731
nuoL,NADH:quinone oxidoreductase subunit L,945540
nuoK,NADH:quinone oxidoreductase subunit K,947580
nuoJ,NADH:quinone oxidoreductase subunit J,946756
nuoI,NADH:quinone oxidoreductase subunit I,946757
nuoH,NADH:quinone oxidoreductase subunit H,946761
nuoG,NADH:quinone oxidoreductase subunit G,946762
nuoF,NADH:quinone oxidoreductase subunit F,946753
nuoE,NADH:quinone oxidoreductase subunit E,946746
nuoC,NADH:quinone oxidoreductase subunit CD,946759
nuoB,NADH:quinone oxidoreductase subunit B,946738
nuoA,NADH:quinone oxidoreductase subunit A,946764
lrhA,DNA-binding transcriptional dual regulator LrhA,946769
alaA,glutamate--pyruvate aminotransferase AlaA,946772
yfbR,dCMP phosphohydrolase,946771
yfbS,putative transporter YfbS,946766
hxpA,hexitol phosphatase A,946777
yfbU,PF03887 family protein YfbU,946767
yfbV,PF04217 family membrane protein YfbV,946774
ackA,acetate kinase,946775
pta,phosphate acetyltransferase,946778
yfcC,putative transporter YfcC,946780
yfcD,putative Nudix hydrolase YfcD,946783
yfcE,phosphodiesterase YfcE,946755
yfcF,glutathione S-transferase YfcF,946749
yfcG,disulfide bond oxidoreductase YfcG,946763
folX,dihydroneopterin triphosphate 2'-epimerase,946781
yfcH,epimerase family protein YfcH,946784
rpnB,recombination-promoting nuclease RpnB,946787
hisP,lysine/arginine/ornithine ABC transporter/histidine ABC transporter, ATP binding subunit,946789
hisM,lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisM,946790
hisQ,lysine/arginine/ornithine ABC transporter/histidine ABC transporter, membrane subunit HisQ,947235
hisJ,histidine ABC transporter periplasmic binding protein,945309
argT,lysine/arginine/ornithine ABC transporter periplasmic binding protein,949030
ubiX,flavin prenyltransferase,949033
purF,amidophosphoribosyltransferase,946794
cvpA,colicin V production protein,945055
dedD,cell division protein DedD,944971
folC,bifunctional folylpolyglutamate synthetase/dihydrofolate synthetase,945451
accD,acetyl-CoA carboxyltransferase subunit beta,946796
dedA,DedA family protein DedA,946798
truA,tRNA pseudouridine(38-40) synthase,946793
usg,putative semialdehyde dehydrogenase Usg,946797
pdxB,erythronate-4-phosphate dehydrogenase,946785
flk,putative flagella assembly protein,946776
yfcJ,putative transporter YfcJ,946791
fabB,3-oxoacyl-[acyl carrier protein] synthase 1,946799
mnmC,fused tRNA 5-aminomethyl-2-thiouridylate methyltransferase and tRNA 5-aminomethyl-2-thiouridylate synthase,946800
yfcL,PF08891 family protein YfcL,946804
epmC,EF-P-Lys34 hydroxylase,946807
yfcA,putative transporter YfcA,946808
mepA,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,946812
aroC,chorismate synthase,946814
prmB,ribosomal protein L3 N(5)-glutamine methyltransferase,946805
smrB,ribosome rescue factor SmrB,944847
yfcO,DUF2544 domain-containing protein YfcO,946620
yfcP,putative fimbrial protein YfcP,946788
yfcQ,putative fimbrial protein YfcQ,946779
yfcR,putative fimbrial protein YfcR,946818
yfcS,putative fimbrial chaperone YfcS,946418
yfcV,putative fimbrial protein YfcV,949109
sixA,phosphohistidine phosphatase SixA,946815
fadJ,multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ,949097
fadI,3-ketoacyl-CoA thiolase FadI,948823
yfcZ,DUF406 domain-containing protein YfcZ,948817
fadL,long-chain fatty acid outer membrane channel/bacteriophage T2 receptor,946820
yfdF,protein YfdF,946819
mlaA,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,945582
yfdC,inner membrane protein YfdC,944801
intS,prophage CPS-53 integrase,946821
yfdG,putative bactoprenol-linked glucose translocase,948821
yfdH,bactoprenol glucosyl transferase,949098
yfdI,serotype-specific glucosyl transferase YfdI,946822
yodE,toxic protein YodE,63925642
yfdK,putative tail fiber assembly protein YfdK,948822
yfdM,putative methyltransferase YfdM,945416
yfdN,uncharacterized protein YfdN,946419
yfdO,protein YdfO,947403
yfdP,uncharacterized protein YfdP,945565
yfdQ,DUF2303 domain-containing protein YfdQ,946827
yfdR,5'-deoxynucleotidase,946834
yfdS,protein YfdS,946426
yfdT,protein YfdT,946836
ypdJ,putative uncharacterized protein YpdJ,1450283
torI,prophage CPS-53 recombination directionality factor and response regulator inhibitor,1450232
dsdC,DNA-binding transcriptional dual regulator DsdC,948828
dsdX,D-serine transporter,949103
dsdA,D-serine ammonia-lyase,946837
emrY,tripartite efflux pump membrane subunit EmrY,946835
emrK,tripartite efflux pump membrane fusion protein EmrK,946840
evgL,protein EvgL,63925643
evgA,DNA-binding transcriptional activator EvgA,946841
evgS,sensor histidine kinase EvgS,946844
yfdE,acetyl-CoA:oxalate CoA-transferase,946432
yfdV,putative transport protein YfdV,949110
oxc,oxalyl-CoA decarboxylase,946845
frc,formyl-CoA transferase,946842
yfdX,protein YfdX,949108
ypdI,colanic acid synthesis putative lipoprotein YpdI,949107
yfdY,DUF2545 domain-containing protein YfdY,948842
lpxP,palmitoleoyl acyltransferase,946847
ypdK,putative membrane protein YpdK,7751622
alaC,glutamate--pyruvate aminotransferase AlaC,946850
pyrS,sensor histidine kinase PyrS,946723
pyrR,DNA-binding transcriptional activator PyrR,947395
ypdC,putative AraC-type DNA-binding transcriptional regulator YpdC,946856
fryA,putative PTS multiphosphoryl transfer protein FryA,946852
ypdE,aminopeptidase YpdE,946848
ypdF,aminopeptidase YpdF,946853
fryC,putative PTS enzyme IIC component FryC,949111
fryB,putative PTS enzyme IIB component FryB,949087
glk,glucokinase,946858
yfeO,putative transport protein YfeO,946854
ypeC,DUF2502 domain-containing protein YpeC,946855
mntH,Mn(2(+)):H(+) symporter,946899
ypeD,protein YpeD,71004568
nupC,nucleoside:H(+) symporter NupC,946895
insL3,putative IS186/IS421 transposase,946896
pdeA,putative cyclic di-GMP phosphodiesterase PdeA,946864
yfeC,DNA-binding transcriptional dual regulator YfeC,946857
yfeD,putative DNA-binding transcriptional regulator YfeD,946865
gltX,glutamate--tRNA ligase,946906
xapR,DNA-binding transcriptional activator XapR,946862
xapB,xanthosine:H(+) symporter XapB,946868
xapA,xanthosine phosphorylase,946878
yfeN,putative outer membrane porin YfeN,946872
yfeR,putative DNA-binding transcriptional regulator YfeR,946873
yfeH,putative solute:Na(+) symporter,946874
ypeB,PF12843 family protein YpeB,1450285
ligA,DNA ligase,946885
zipA,cell division protein ZipA,946869
cysZ,sulfate:H(+) symporter,946875
cysK,cysteine synthase A,946877
ptsH,phosphocarrier protein HPr,946886
ptsI,PTS enzyme I,946879
crr,Enzyme IIA(Glc),946880
pdxK,pyridoxine/pyridoxal/pyridoxamine kinase,946881
yfeK,DUF5329 domain-containing protein YfeK,946876
yfeS,PF05406 family protein YfeS,946887
cysM,cysteine synthase B,946888
cysA,sulfate/thiosulfate ABC transporter ATP binding subunit,946889
cysW,sulfate/thiosulfate ABC transporter inner membrane subunit CysW,2847743
cysU,sulfate/thiosulfate ABC transporter inner membrane subunit CysU,946882
cysP,thiosulfate/sulfate ABC transporter periplasmic binding protein CysP,946883
ucpA,oxidoreductase UcpA,946898
murR,DNA-binding transcriptional dual regulator MurR,946568
murQ,N-acetylmuramic acid 6-phosphate etherase,946893
murP,N-acetylmuramic acid-specific PTS enzyme IICB component/anhydro-N-acetylmuramic acid transporter,946894
yfeW,penicillin binding protein 4B,946907
yfeX,porphyrinogen peroxidase,946913
yfeY,DUF1131 domain-containing lipoprotein YfeY,946919
yfeZ,putative inner membrane protein,946918
ypeA,putative acetyltransferase YpeA,946917
amiA,N-acetylmuramoyl-L-alanine amidase A,946916
hemF,coproporphyrinogen III oxidase,946908
eutR,putative DNA-binding transcriptional regulator EutR,946911
eutK,putative structural protein, ethanolamine utilization microcompartment,946912
eutL,putative structural protein, ethanolamine utilization microcompartment,946914
eutC,ethanolamine ammonia-lyase subunit beta,946925
eutB,ethanolamine ammonia-lyase subunit alpha,946924
intZ,putative phage integrase IntZ,946923
yffL,uncharacterized protein YffL,946922
yffM,uncharacterized protein YffM,946921
yffN,uncharacterized protein YffN,946930
yffO,uncharacterized protein YffO,946929
yffP,uncharacterized protein YffP,946928
yffQ,uncharacterized protein YffQ,946927
yffR,uncharacterized protein YffR,946931
yffS,uncharacterized protein YffS,946932
eutA,ethanolamine ammonia-lyase reactivase EutA,946937
eutH,putative ethanolamine permease EutH,944979
eutG,putative alcohol dehydrogenase EutG,946233
eutJ,putative ethanolamine utilization chaperonin EutJ,947588
eutE,acetaldehyde dehydrogenase (acetylating) EutE,946943
eutN,putative ethanolamine catabolic microcompartment shell protein EutN,946945
eutM,putative ethanolamine catabolic microcompartment shell protein EutM,946942
eutD,phosphate acetyltransferase EutD,946940
eutT,putative ethanolamine utilization cobalamin adenosyltransferase,946939
eutQ,putative ethanolamine utilization acetate kinase EutQ,946935
eutP,putative ethanolamine utilization acetate kinase EutP,946933
eutS,putative ethanolamine catabolic microcompartment shell protein EutS,946936
maeB,malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)),946947
talA,transaldolase A,947006
tktB,transketolase 2,945865
ypfG,DUF1176 domain-containing protein YpfG,946828
nudK,GDP-mannose hydrolase,947072
aegA,putative oxidoreductase AegA,947383
narQ,sensor histidine kinase NarQ,946948
acrD,multidrug efflux pump RND permease AcrD,945464
ypfM,uncharacterized protein YpfM,5061513
yffB,putative reductase YffB,946953
dapE,succinyl-diaminopimelate desuccinylase,948313
ypfN,PF13980 family protein YpfN,1450286
ypfH,esterase YpfH,947571
tmcA,tRNA(Met) cytidine acetyltransferase,946053
ypfJ,uncharacterized protein YpfJ,946956
purC,phosphoribosylaminoimidazole-succinocarboxamide synthase,946957
bamC,outer membrane protein assembly factor BamC,946954
dapA,4-hydroxy-tetrahydrodipicolinate synthase,946952
gcvR,transcriptional regulator GcvR,946950
bcp,thiol peroxidase,946949
hyfA,hydrogenase 4 component A,946959
hyfB,hydrogenase 4 component B,946961
hyfC,hydrogenase 4 component C,947492
hyfD,hydrogenase 4 component D,947290
hyfE,hydrogenase 4 component E,945298
hyfF,hydrogenase 4 component F,946962
hyfG,hydrogenase 4 catalytic subunit HyfG,946964
hyfH,hydrogenase 4 component H,946965
hyfI,hydrogenase 4 catalytic subunit HyfI,946966
hyfJ,putative hydrogenase 4 assembly protein,947713
hyfR,DNA-binding transcriptional activator HyfR,948886
focB,formate channel FocB,949032
yfgO,putative transporter YfgO,945894
bepA,beta-barrel assembly-enhancing protease,947029
yfgD,putative oxidoreductase YfgD,946974
hda,inibitor of reinitiation of DNA replication,946977
uraA,uracil:H(+) symporter UraA,946978
upp,uracil phosphoribosyltransferase,946979
purM,phosphoribosylformylglycinamide cyclo-ligase,946975
purN,phosphoribosylglycinamide formyltransferase 1,946973
ppk,polyphosphate kinase,946971
ppx,exopolyphosphatase,946970
pdeF,cyclic di-GMP phosphodiesterase PdeF,946968
yfgG,Ni/Co stress response protein YfgG,946980
yfgH,lipoprotein YfgH,945709
yfgI,nalidixic acid resistance protein YfgI,945168
guaA,GMP synthetase,947334
guaB,inosine 5'-monophosphate dehydrogenase,946985
xseA,exodeoxyribonuclease VII subunit XseA,946988
yfgJ,zinc ribbon domain-containing protein YfgJ,946984
der,50S ribosomal subunit stability factor,946983
bamB,outer membrane protein assembly factor BamB,946982
yfgM,ancillary SecYEG translocon subunit,946981
hisS,histidine--tRNA ligase,946989
ispG,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),946991
rodZ,cytoskeleton protein RodZ,946992
rlmN,23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase,946249
ndk,nucleoside diphosphate kinase,945611
pbpC,peptidoglycan glycosyltransferase PbpC,947152
yfhM,alpha2-macroglobulin,947302
sseA,3-mercaptopyruvate sulfurtransferase,946993
timP,putative toxic protein TimP,71004570
sseB,protein SseB,946994
pepB,aminopeptidase B,948766
iscX,accessory [Fe-S] cluster assembly protein IscX,945196
fdx,reduced ferredoxin,947160
hscA,[Fe-S] cluster biosynthesis chaperone HscA,944885
hscB,[Fe-S] cluster biosynthesis co-chaperone HscB,946995
iscA,iron-sulfur cluster insertion protein IscA,946999
iscU,scaffold protein for [Fe-S] cluster assembly,947002
iscS,cysteine desulfurase IscS,947004
iscR,DNA-binding transcriptional dual regulator IscR,945279
trmJ,tRNA Cm32/Um32 methyltransferase,948610
suhB,Nus factor SuhB,947285
yfhR,putative peptidase,945059
csiE,stationary phase-inducible protein CsiE,947009
hcaT,putative 3-phenylpropionate transporter,947007
hcaR,DNA-binding transcriptional dual regulator HcaR,947000
iroK,protein IroK,14678510
hcaE,putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha,946998
hcaF,putative 3-phenylpropionate/cinnamate dioxygenase subunit beta,946997
hcaC,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit,947015
hcaB,2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase,945346
hcaD,putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit,945427
yphA,putative inner membrane protein,947365
yphB,putative aldose 1-epimerase YphB,947017
yphC,putative zinc-binding dehydrogenase YphC,947019
yphD,putative ABC transporter membrane subunit YphD,949063
yphE,putative ABC transporter ATP-binding protein YphE,948990
yphF,putative ABC transporter periplasmic binding protein YphF,947020
yphG,DUF5107 domain-containing protein YphG,947021
yphH,putative DNA-binding transcriptional regulator, NAGC-like,947023
glyA,serine hydroxymethyltransferase,947022
hmp,nitric oxide dioxygenase,947018
glnB,nitrogen regulatory protein PII-1,947016
glrR,DNA-binding transcriptional activator GlrR,947042
qseG,outer membrane lipoprotein QseG,947010
glrK,histidine kinase GlrK,947013
purL,phosphoribosylformylglycinamide synthetase,947032
mltF,membrane-bound lytic murein transglycosylase F,947028
tadA,tRNA adenosine(34) deaminase,947027
pgpC,phosphatidylglycerophosphatase C,947026
yfhH,putative DNA-binding transcriptional regulator YfhH,947030
yfhL,putative 4Fe-4S cluster-containing protein YfhL,947031
shoB,toxic peptide ShoB,7751620
acpS,holo-[acyl-carrier-protein] synthase,947037
pdxJ,pyridoxine 5'-phosphate synthase,947039
recO,recombination mediator protein RecO,947038
era,30S ribosomal subunit maturation GTPase Era,947036
rnc,RNase III,947033
lepB,signal peptidase I,947040
lepA,30S ribosomal subunit biogenesis factor LepA,947051
rseC,regulatory protein RseC,947052
rseB,anti-sigma factor stabilizing protein RseB,947054
rseA,anti-sigma-E factor RseA,947053
rpoE,RNA polymerase sigma factor RpoE,947050
rseD,rpoE leader peptide,38094969
nadB,L-aspartate oxidase,947049
yfiC,tRNA m(6)A37 methyltransferase,947047
srmB,ATP-dependent RNA helicase SrmB,947055
yfiE,putative LysR-type DNA-binding transcriptional regulator YfiE,947064
eamB,cysteine/O-acetylserine exporter EamB,947065
grcA,stress-induced alternate pyruvate formate-lyase subunit,947068
ung,uracil-DNA glycosylase,947067
yfiF,putative methyltransferase YfiF,947066
trxC,thioredoxin 2,947062
tapT,tRNA 3-amino-3-carboxypropyltransferase,947057
patZ,peptidyl-lysine N-acetyltransferase,947056
pssL,protein PssL,63925645
pssA,phosphatidylserine synthase,947059
yfiM,DUF2279 domain-containing protein YfiM,947060
kgtP,alpha-ketoglutarate:H(+) symporter,947069
yfiS,protein YfiS,63925646
clpB,chaperone protein ClpB,947077
clpB,ClpB80,947077
yfiH,purine nucleoside phosphorylase YfiH,947089
rluD,23S rRNA pseudouridine(1911/1915/1917) synthase,947087
bamD,outer membrane protein assembly factor BamD,947086
raiA,ribosome-associated inhibitor A,947129
pheL,phe operon leader peptide,947080
pheA,fused chorismate mutase/prephenate dehydratase,947081
tyrA,fused chorismate mutase/prephenate dehydrogenase,947115
aroF,3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive,947084
yfiL,DUF2799 domain-containing lipoprotein YfiL,947106
yfiR,DUF4154 domain-containing protein YfiR,947090
dgcN,diguanylate cyclase DgcN,947091
yfiB,lipoprotein YfiB,947094
rplS,50S ribosomal subunit protein L19,947096
trmD,tRNA m(1)G37 methyltransferase,947099
rimM,ribosome maturation factor RimM,947101
rpsP,30S ribosomal subunit protein S16,947103
ffh,signal recognition particle protein component,947102
ypjD,cytochrome c assembly family protein,947098
yfjD,UPF0053 family inner membrane protein YfjD,2847739
grpE,nucleotide exchange factor GrpE,947097
nadK,NAD kinase,947092
recN,DNA repair protein RecN,947105
bamE,outer membrane protein assembly factor BamE,945583
yfjF,putative component of the Rsx system,945078
ratA,ribosome association toxin RatA,945614
smpB,SsrA-binding protein,947296
intA,integrase IntA,946160
yfjH,uncharacterized protein YfjH,946123
alpA,DNA-binding transcriptional activator AlpA,946758
yfjI,DUF3987 domain-containing protein YfjI,944764
yfjJ,protein YfjJ,947112
abpB,putative helicase YfjK,947111
abpA,anti-bacteriophage protein,947110
yfjM,protein YfjM,947108
rnlA,RNase LS, toxin of the RnlAB toxin-antitoxin system,947107
rnlB,antitoxin RnlB,947113
yfjP,putative GTP-binding protein YfjP,947124
yfjQ,DUF932 domain-containing protein YfjQ,947127
yfjR,putative DNA-binding transcriptional regulator YfjR,947309
ypjK,uncharacterized protein YpjK,2847710
yfjS,inner membrane lipoprotein YfjS,945668
yfjT,uncharacterized protein YfjT,947616
yfjU,putative arsenate reductase-like protein YfjU,945062
yfjW,uncharacterized protein YfjW,947128
lfgA,putative antirestriction protein,947126
lfgB,CP4-57 prophage protease,947125
ypjJ,DUF987 domain-containing protein YpjJ,1450287
yfjZ,putative antitoxin of the YpjF-YfjZ toxin-antitoxin system,947123
ypjF,toxin of the YpjF-YfjZ toxin-antitoxin system,947131
ypjA,adhesin-like autotransporter YpjA,948630
ypjB,DUF5508 domain-containing protein YpjB,945242
ypjC,DUF5507 domain-containing protein YpjC,947640
glaH,glutarate dioxygenase GlaH,948076
lhgD,L-2-hydroxyglutarate dehydrogenase,948069
gabD,succinate-semialdehyde dehydrogenase (NADP(+)) GabD,948060
gabT,4-aminobutyrate aminotransferase GabT,948067
gabP,4-aminobutanoate:H(+) symporter,948049
glaR,DNA-binding transcriptional repressor GlaR,948055
kbp,K(+) binding protein,947144
yqaE,Pmp3 family protein YqaE,947138
ygaV,putative DNA-binding transcriptional regulator YgaV,947136
ygaP,thiosulfate sulfurtransferase YgaP,947135
stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,947130
alaE,L-alanine exporter,947147
ygaC,DUF2002 domain-containing protein YgaC,947156
ygaM,tail-anchored inner membrane protein YgaM,947157
nrdH,glutaredoxin-like protein NrdH,947161
nrdI,dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI,947158
nrdE,ribonucleoside-diphosphate reductase 2 subunit alpha,947155
nrdF,ribonucleoside-diphosphate reductase 2 subunit beta,947149
proV,glycine betaine ABC transporter ATP binding subunit ProV,947148
proW,glycine betaine ABC transporter membrane subunit ProW,947145
proX,glycine betaine ABC transporter periplasmic binding protein ProX,947165
ygaZ,L-valine exporter, YgaZ component,945093
ygaH,L-valine exporter, YgaH component,945111
mprA,DNA-binding transcriptional regulator MprA,945282
emrA,multidrug efflux pump membrane fusion protein EmrA,947166
emrB,multidrug efflux pump membrane subunit EmrB,947167
luxS,S-ribosylhomocysteine lyase,947168
gshA,glutamate--cysteine ligase,944881
yqaA,DedA family protein YqaA,945419
yqaB,fructose-1-phosphate phosphatase YqaB,945776
csrA,carbon storage regulator,947176
alaS,alanine--tRNA ligase/DNA-binding transcriptional repressor,947175
recX,RecA inhibitor RecX,947172
recA,DNA recombination/repair protein RecA,947170
pncC,NMN aminohydrolase,947169
mltB,membrane-bound lytic murein transglycosylase B,947184
srlA,sorbitol-specific PTS enzyme IIC2 component,947575
srlE,sorbitol-specific PTS enzyme IIBC1 component,948933
srlB,sorbitol-specific PTS enzyme IIA component,948971
srlD,sorbitol-6-phosphate 2-dehydrogenase,948937
gutM,DNA-binding transcriptional activator GutM,948938
srlR,DNA-binding transcriptional repressor SrlR,948942
gutQ,D-arabinose 5-phosphate isomerase GutQ,947587
norR,DNA-binding transcriptional dual regulator NorR,947186
norV,anaerobic nitric oxide reductase flavorubredoxin,948979
norW,NADH:flavorubredoxin reductase,947088
hypF,carbamoyl--[HypE] ligase,944963
hydN,putative electron transport protein HydN,947190
ascG,DNA-binding transcriptional repressor AscG,947305
ascF,cryptic beta-glucoside specific PTS enzyme IIBC component,947154
ascB,cryptic 6-phospho-beta-glucosidase AscB,947460
hycI,hydrogenase 3 maturation protease,947428
hycH,formate hydrogenlyase assembly protein,947438
hycG,hydrogenase 3 [Fe-S] protein HycG,947191
hycF,hydrogenase 3 [Fe-S] protein HycF,947048
hycE,hydrogenase 3 large subunit,947396
hycD,hydrogenase 3 membrane subunit HycD,948994
hycC,hydrogenase 3 membrane subunit HycC,945327
hycB,hydrogenase 3 [Fe-S] protein HycB,948002
hycA,regulator of the transcriptional regulator FhlA,947193
hypA,hydrogenase 3 Ni(2(+)) incorporation protein HypA,947195
hypB,hydrogenase isoenzymes Ni(2(+)) incorporation protein HypB,947194
hypC,hydrogenase maturation factor HypC,947192
hypD,Fe-(CN)2CO cofactor assembly scaffold protein HypD,947189
hypE,carbamoyl dehydratase HypE,947182
fhlA,DNA-binding transcriptional activator FhlA,947181
ygbA,protein YgbA,947187
mutS,DNA mismatch repair protein MutS,947206
pphB,phosphoprotein phosphatase 2,947196
ygbI,DNA-binding transcriptional repressor YgbI,947204
ygbJ,putative L-threonate dehydrogenase,947200
ygbK,putative 3-oxo-tetronate kinase YgbK,947199
ygbL,putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL,947197
ygbM,putative 2-oxo-tetronate isomerase YgbM,947207
ygbN,putative transporter YgbN,947208
rpoS,RNA polymerase sigma factor RpoS,947210
nlpD,murein hydrolase activator NlpD,947011
pcm,protein-L-isoaspartate O-methyltransferase,944923
umpG,broad specificity 5'(3')-nucleotidase and polyphosphatase,947211
truD,tRNA pseudouridine(13) synthase,947214
ispF,2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,945057
ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,948269
ftsB,cell division protein FtsB,946033
ygbE,DUF3561 domain-containing inner membrane protein YgbE,947268
cysC,adenylyl-sulfate kinase,947221
cysN,sulfate adenylyltransferase subunit 1,947219
cysD,sulfate adenylyltransferase subunit 2,947217
iap,alkaline phosphatase isozyme conversion protein,947215
cas2,CRISPR-associated endoribonuclease Cas2,947213
cas1,multifunctional nuclease Cas1,947228
casE,pre-CRISPR RNA endonuclease,947226
casD,type I-E CRISPR system Cascade subunit CasD,947225
casC,type I-E CRISPR system Cascade subunit CasC,947224
casB,type I-E CRISPR system Cascade subunit CasB,947223
casA,type I-E CRISPR system Cascade subunit CasA,947222
cas3,CRISPR-associated endonuclease/helicase Cas3,947229
cysH,phosphoadenosine phosphosulfate reductase,947230
cysI,sulfite reductase, hemoprotein subunit,947231
cysJ,sulfite reductase, flavoprotein subunit,947239
queD,6-carboxy-5,6,7,8-tetrahydropterin synthase,945123
ygcN,putative oxidoreductase with FAD/NAD(P)-binding domain,946114
ygcO,putative 4Fe-4S cluster-containing protein,945120
ygcP,putative anti-terminator regulatory protein,947536
ygcQ,putative flavoprotein,946413
ygcR,putative flavoprotein,947240
ygcS,putative transporter YgcS,947238
ygcU,putative FAD-containing dehydrogenase,2847709
ygcW,putative deoxygluconate dehydrogenase,947232
yqcE,putative transport protein YqcE,947248
ygcE,putative sugar kinase YgcE,946193
queE,putative 7-carboxy-7-deazaguanine synthase QueE,947527
yqcG,cell envelope stress response protein YqcG,7751618
ygcG,TPM domain-containing protein YgcG,945247
eno,enolase,945032
pyrG,CTP synthetase,946116
mazG,nucleoside triphosphate pyrophosphohydrolase,947254
mazF,endoribonuclease toxin MazF,947252
mazE,antitoxin of the MazF-MazE toxin-antitoxin system MazE,947245
relA,GDP/GTP pyrophosphokinase,947244
rlmD,23S rRNA m(5)U1939 methyltransferase,947243
barA,sensor histidine kinase BarA,947255
gudD,D-glucarate dehydratase,947258
gudX,glucarate dehydratase-related protein,947261
gudP,galactarate/D-glucarate transporter GudP,947265
yqcA,putative flavodoxin YqcA,947151
truC,tRNA pseudouridine(65) synthase,947242
yqcC,DUF446 domain-containing protein YqcC,946027
syd,SecY-interacting protein,947271
queF,7-cyano-7-deazaguanine reductase,947270
ppnN,nucleotide 5'-monophosphate nucleosidase,947266
sdaC,L-serine:H(+) symporter,947264
sdaB,L-serine deaminase II,947262
ygdG,flap endonuclease,947256
fucO,L-1,2-propanediol oxidoreductase,947273
fucA,L-fuculose-phosphate aldolase,947282
fucP,L-fucose:H(+) symporter,947487
fucI,L-fucose isomerase,946195
fucK,L-fuculokinase,946022
fucU,L-fucose mutarotase,945842
